Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-30 00:37:06.699,114266.8,0.002,BTCUSDT
2025-09-30 00:37:06.699,114267.2,0.002,BTCUSDT
2025-09-30 00:37:06.699,114267.7,0.002,BTCUSDT
2025-09-30 00:37:06.699,114267.7,0.002,BTCUSDT
2025-09-30 00:37:06.699,114267.8,0.002,BTCUSDT
2025-09-30 00:37:06.699,114267.9,0.002,BTCUSDT
2025-09-30 00:37:06.699,114268.4,0.002,BTCUSDT
2025-09-30 00:37:06.699,114268.7,0.002,BTCUSDT
2025-09-30 00:37:06.699,114268.7,0.002,BTCUSDT
2025-09-30 00:37:06.699,114269.0,0.002,BTCUSDT
2025-09-30 00:37:06.699,114269.1,0.001,BTCUSDT
2025-09-30 00:37:06.699,114269.1,0.002,BTCUSDT
2025-09-30 00:37:06.699,114269.2,0.001,BTCUSDT
2025-09-30 00:37:06.699,114269.2,0.001,BTCUSDT
2025-09-30 00:37:06.862,114269.3,0.022,BTCUSDT
2025-09-30 00:37:06.972,114269.4,0.033,BTCUSDT
2025-09-30 00:37:07.591,114269.4,0.143,BTCUSDT
2025-09-30 00:37:07.591,114269.4,0.001,BTCUSDT
2025-09-30 00:37:07.591,114269.4,0.001,BTCUSDT
2025-09-30 00:37:07.591,114269.4,0.151,BTCUSDT
2025-09-30 00:37:07.591,114269.4,0.127,BTCUSDT
2025-09-30 00:37:07.967,114269.4,0.023,BTCUSDT
2025-09-30 00:37:07.967,114269.4,0.01,BTCUSDT
